"","assignmentid","workerid","amount"
"280","31HQ4X3T3SBKUGE03TXRKPKGJF2LSN","A8Z21NVIQMSXC",0.5
"281","31UV0MXWNQDHYD8J6UN6ZYIWNNCI57","A2ZHBK2MDL2L51",0.5
"282","32M8BPYGATNFEAX3NQ6X3V9LDWBGI8","A1HBSDSSKXYTEZ",0.5
"283","32RIADZISS5OW87FX1YAY8I5WPJS44","A3S0INU046UTYK",0.5
"284","32SCWG5HIH55Y3V1O8NV01X85WIP66","A3F8K7ZV8AX8UR",0.5
"285","339ANSOTR53KGWTMDHRC1N1EKDBIKW","A3JW2Y73WOQPDN",0.5
"286","33C7UALJVLZPLPVNWL93JJB18B9187","A3VQP1UC7BA3YU",0.5
"287","33TIN5LC04BMP0P0D2MQX2HMZ2U9YW","A2AS2Z9P0VV2NP",0.5
"288","345LHZDEDXTJTPGFMSOR348N4NV3U0","A36A2OOKFZJ4IQ",0.5
"289","34FNN24DCMA3ODNOAC99LMCKE79Y5V","A10DTLF1LXFY0V",0.5
"290","34FNN24DCMA3ODNOAC99LMCKE86Y5U","AOIR5CUUS0CZ4",0.5
"291","35BLDD71I6YKRXC8CPT53RFLWOGZVS","A23YQ8J1DNM084",0.5
"292","35DR22AR5DLBATAARXZENB7RY9N3XB","AJ033NI5CHOB7",0.5
"293","35USIKEBNRH5VIJO8TA3WCSD5HQN6H","A25FNSFSB048DL",0.5
"294","37FMASSAYCSJNTPS74EJ2KIOYNJBIV","A1RC2ETLOSZGP0",0.5
"295","37Q970SNZE9749AWAJF80AB2K5B1S2","A1TA30P0NOOGE2",0.5
"296","37UEWGM5HT9V3UAJVUF3A066Y3R1RD","AJ7JFYKBG85ZV",0.5
"297","39L1G8WVWQS3KSPHK4E7S23QSPO13M","A31898LQJO7I3",0.5
"298","39N5ACM9HEOSGMXZMFQ7KBOAVXQP9H","A20N1NK5X5S88F",0.5
"299","39PAAFCODM1O5L396X4NH3E4BSUTV6","A1F9KLZGHE9DTA",0.5
"300","3AAPLD8UCCIJNK8P18NJ22NV3DZTHW","AIIATFTCUSO9H",0.5
"301","3CCZ6YKWR7KONCFG20HTM5JT5ZV95Q","A14WLAP6TCEKO0",0.5
"302","3CPLWGV3MO0SD1LM60DFGMJFVI9N93","A1K2R6FBPUA5TQ",0.5
"303","3CPLWGV3MO0SD1LM60DFGMJFVIPN9J","A2VO8C41JJIQY9",0.5
"304","3DI28L7YXAF6UQ5E9OV3BT7NKI51ED","AHKXEJNF7UUDX",0.5
"305","3EFE17QCRC6I8KVAC8ITSXR92V1SHP","A6NNEAQ7VMBRV",0.5
"306","3EFVCAY5L3AWG6BRMAF9NJ7N2SH8JQ","A1TARNH07A75CG",0.5
"307","3H7Z272LX78NHOY8BCTXPKF5WSBLPH","A35QC1VRVHN5EE",0.5
"308","3IFS6Q0HJIKI4F6UIQ0ES9SO28IISA","A5BCSSPC180AG",0.5
"309","3IXQG4FA2TZQCSWP3A86PRJLFU9B9J","AGS3G0AT438E7",0.5
"310","3JJVG1YBEBY7B5UD0KVPDBEJT2L5BP","A2CUBS3N991KOJ",0.5
"311","3K9FOBBF2HKNE3MVVXG5LVAAWH4NLP","A1GRLZL4F72RBJ",0.5
"312","3L0KT67Y8EH4UFLZM8MHEXMCSS4YSM","ANLHIS7CZAZVQ",0.5
"313","3LOTDFNYA70R15LD1N4UM1IHSXCFWT","A6C2CAWRIMC07",0.5
"314","3M0BCWMB8VX1OO9XWLIY3BRWDYGWBM","A2MNPKR85EINRT",0.5
"315","3N1FSUEFL51IUJOX0B3L39W5VMB4DO","A18X55GJB6VBQ0",0.5
"316","3NAPMVF0ZWGSAW805KHBA2PBQ1P72O","A3D4BSK9HVPG9E",0.5
"317","3NG53N1RLVKS2HEPHNKTKFTZBR8P8S","AG36U7IOG2LAP",0.5
"318","3ON104KXQKXH3POOH68BVXLQ33H4W0","A1NQ0PC3ZPB1WE",0.5
"319","3OS46CRSLF0I3NSXAKWU6TMQSLD6V5","A2XLMRL553Q4VZ",0.5
"320","3OUYGIZWR7ZAKS9MMJ7ER0NHTUMP0Y","A1NUW3AISE7RZC",0.5
"321","3OVHNO1VE62YXGCML4TBX59EWHRZD8","A2DNEPVF6DTLGH",0.5
"322","3PEIJLRY6TU81RCY1HAGS8IOW2BWX4","A11NPRAGI18E8C",0.5
"323","3PH3VY7DJLYX6MCD2ZY1PTYZ3XIWZZ","A2R0YYUAWNT7UD",0.5
"324","3Q5ZZ9ZEVOGO97W6X8BFM9OIKRB85T","AL6KD1ZLYLJ61",0.5
"325","3R2PKQ87NW9F6KTPYT4SG0TIAJOIMM","A1ZSL5ZLN9DLAK",0.5
"326","3RWE2M8QWHBAH7X964UMNBIMTJMN09","A26UXYJXVKI7OY",0.5
"327","3S0TNUHWKTJJDKBZCETYKLCAX8N8DF","A3GLT78I4NBP4Q",0.5
"328","3S96KQ6I9M52B43NFC4TBH8XCMTTDD","A1V8UWHNV0BT5",0.5
"329","3T111IHZ5ERDSZDEZ7UWP6OPXK79RX","A3GTQ5Q8B936Y4",0.5
"330","3U8YCDAGXPHVK4A1MWM3R5DRXPX0QM","A2EPBSY0VPI38S",0.5
"331","3VD82FOHKQPCTKS1JZNJX1KSRDXCO4","A1K8VUKRL53OX",0.5
"332","3WJ1OXY92AHLFD8NS42WUK44DA6A86","A35K3YVCX1LVPE",0.5
"333","3WR9XG3T63C2DANN9Y0Z3HM99BN47A","A3UWHJTAUTF6TO",0.5
"334","3YDGXNSEOZV6DOS6J3S5HHI4LZW489","A185S4NQI6H5T",0.5
"335","3YZ8UPK3VTN76PCYFLZSW7CH9Z6UCK","AY338BG1FB0AJ",0.5
"336","3Z7EFSHGN9FZNT6TKQAFGEBL4LGCXW","A2GMG1DL4TSUSG",0.5
"337","3ZV9H2YQQD8WLT5KHS3SLSTKP573W4","A1VCELFTBZ8PTJ",0.5
"338","30BXRYBRP4YBF1CJWDSUPMUU8H6HWK","A2RWESHZZ2VYN7",0.5
"339","30MVJZJNHMEWUBU1R2LNNF2YN3NJ9P","A2A7O6KYJ9GS8A",0.5
"340","31N2WW6R9RRUA7JPR3TSH47KU4VF30","A2ST86YP0N2X5J",0.5
"341","32N49TQG3GJJQP400XD6MYOCOB3VAY","A2V9D82R352FLI",0.5
"342","32Z9ZLUT1LL3AS3H5R1K8SH85A3HOU","AHKRGPN5D3I2G",0.5
"343","34S9DKFK73Q7E2TUEC5VF3C65XWNY7","A3SH7M12BRSS8E",0.5
"344","34X6J5FLPTZ2MABN84W99ASNX3UQJL","AMH1QMBS49AZ",0.5
"345","35K3O9HUABEXK5ZMGNAO0VBHLYAFEQ","A6SNEEAD59U80",0.5
"346","36W0OB37HWFF9WHO70C1OQOCPHVZH9","A14CPWFT35LU12",0.5
"347","39N5ACM9HEOSGMXZMFQ7KBOAW2UP9W","A208YGIHPB06PY",0.5
"348","3A4NIXBJ760HWL1VJW158GLARWYLM1","AQDBBBTN8NE9X",0.5
"349","3DL65MZB8DGQHTFCPLKNSPQEOGYCEI","A3RN5GD583FY4K",0.5
"350","3E337GFOL997SB8UK6JP835200MGNG","AX7FLG1YOWUTF",0.5
"351","3E4GGUZ1T8SG5BFKOE6KE7UXWME2KG","A330N7LVL2IOVZ",0.5
"352","3EA3QWIZ4IWJJFJ97Q542EOA4V0ITB","A7204W9E8IR1R",0.5
"353","3EQHHY4HQST32M2OG6N3EM5G9FP5GI","A2PJBSDDN22XIX",0.5
"354","3GGAI1SQEVZOTH7P6J865XVNXIOCM6","A2CVJRHHQ376SQ",0.5
"355","3HL8HNGX452GP9858CU28HA6UW4F9G","A1QX1RYLCFXZJ9",0.5
"356","3HL8HNGX452GP9858CU28HA6UWA9FG","ALHY07J1IGHO8",0.5
"357","3HRMW88U16R4ZPC9U3FMAWTMOVQM0Q","A26WVAVVE1RM47",0.5
"358","3K5TEWLKGVCYW7NYCL5J3WCV1GNVIB","A2IJEKMVEHQ90W",0.5
"359","3LEP4MGT3G12FI96FQD8BN2B6J3BDN","A1N4P4XGQM7NXE",0.5
"360","3LO69W1SU3EH4B598T3AVB1DV5LLGI","A4GGEF7TZ6KFS",0.5
"361","3OJSZ2ATDSXK9TRNN3J989SNAC357C","A3KA1ZSIF3UKWZ",0.5
"362","3OWEPKL089DOZIXTR3FV2QS91X4N7L","AOY5CF0UQUMO2",0.5
"363","3R5F3LQFV2LP1D3BBD7R8ZLD10KZO2","A40O6S62MI2VC",0.5
"364","3SKRO2GZ71S9GQXO5A669OKS4L51KD","A1B9MG0X7SR28",0.5
"365","3SNVL38CI4TT3T7ML7VQQK3J8G2KCO","A1TBL7E87DYE6J",0.5
"366","3UWN2HHPUY6AIGHLF6D6XHO5OGESNK","A3PKTBME6CNIKU",0.5
"367","3VELCLL3GKKY045A4ZF9TBSNWOG1F1","A3PDVGB7JS85F1",0.5
"368","3WR9XG3T63C2DANN9Y0Z3HM9AHJ47J","AOSO1D81K0ET0",0.5
"369","3X73LLYYQ1FLS7354C17T3H3F0YHNF","A2J6S7QR4CGXTW",0.5
"370","3XCC1ODXDLCJKYU0G95IB1EE7PCQRB","A251QF4QK6FY1E",0.5
"371","3XUHV3NRVKZH2IXZ0C5LZMHHOF35HI","A3C4UHWHON50ZQ",0.5
"372","3YW4XOSQKQMNJM20ZOA8FBTQ682U1U","A1IA1UVGWONNDS",0.5
"373","3Z2R0DQ0JHFDJBNASSVHGCHSCPG2EU","A35CL66BEUSJ5Z",0.5
"374","3ZSANO2JCF8YUO44HIUTPCFWMMBSFQ","A04923991F3PSJNU8U7NT",0.5
"375","30BXRYBRP4YBF1CJWDSUPMUU8IKHW0","A3P5P5LGJGB6HD",0.5
"376","338JKRMM260E8O9GV8W27XX3G2KHAY","A3F69R5AE77SOI",0.5
"377","33PPO7FECVGC2QNCL05PXA6O1I0DIT","A2ZFS2QYJKC83I",0.5
"378","34FNN24DCMA3ODNOAC99LMCKEHT5Y6","A1UOH37J26WEBR",0.5
"379","37U1UTWH9VNDEUU4UFOIPATEDLGR8V","A2FWZ1B6Y2YAX7",0.5
"380","38F71OA9GTXVWTRZXLY7D3GQU1TFM9","A3SA97VT1923NN",0.5
"381","3A1COHJ8NJW0P0G1YACOB6R8QD1H89","A2JEUIN9XD8VD7",0.5
"382","3B1NLC6UGZX7VWK70LWHCSAX0NNPG1","A1G36KQ18HYPK3",0.5
"383","3DHE4R9OCWCB3PJ1YNL5GF24PDA2G6","A385PTCMF751OW",0.5
"384","3DQQ64TANGM3SIA7FQ0ZYVWLUBDWP7","A1J5QT0FI6WZP1",0.5
"385","3DR23U6WE5F73AHNB7FDHZQIC9HTEF","A2WKLFDPHPHEOW",0.5
"386","3DZQRBDBSLG3ECOBXNTRO3QZJ3DS32","A6ZAKE3FP8YKY",0.5
"387","3E7TUJ2EGCNJRPU9H6ZCKH7LIQG9D5","AZ5VUWOGD4XXH",0.5
"388","3ERET4BTVMAR5V0J9NLZOU2B2ZJ9KO","A33TBDS0UALKW2",0.5
"389","3FPRZHYEPY8J645FRIYWZQA6I57V36","A3CQT9FR6RWRG2",0.5
"390","3G5F9DBFOPYY0CCE63NY3KBG1AQHV0","A2P7LFZWAQKIKJ",0.5
"391","3GLB5JMZFXWY6ZHHVC5MCYT8M49GD3","A35F8LLJ0774ZR",0.5
"392","3HPZF4IVNMUONYW3PMWHZSIU60XCY7","A1VV5MI090JO6Y",0.5
"393","3IAEQB9FMELU3L7HAH94Y1FWGSRDWR","A1M8BYIP0KZJZX",0.5
"394","3IAS3U3I0FHFC8BQI1TRF4B79Z02B5","A3QNCW3LR2AVOV",0.5
"395","3J2UYBXQQLD2AMRH7N85L0W0Y18063","A11LT9CNDEE2F2",0.5
"396","3K3R2QNK8B458R5V31P1UHB94P19U3","A31XUQFSE7CCZX",0.5
"397","3MX2NQ3YC9VEO8XE5GN7285BCCOX5J","A1Z4WD6TWRHKK1",0.5
"398","3P529IW9KYMBQB9EX9XSDQ11UY8FLG","A3FCFY0V7W4N9T",0.5
"399","3QECW5O0KH277ROU06MAD5K5ZGM5TU","A1G187YBG0DVMQ",0.5
"400","3QIYRE09Y3IAOWIR2NYM1G1WYJD1NR","A1A3ACABSI9AP8",0.5
"401","3QY5DC2MXRLE91W86NPT4DXK7PLFUU","A281NYJUA83Y3Y",0.5
"402","3RSDURM96AN3KWGHLD2CPGIXRCHYET","A3PHP3HHD7YM2Q",0.5
"403","3S0TNUHWKTJJDKBZCETYKLCAYKV8DC","A2PJ9BRKDZ0AUE",0.5
"404","3U0SRXB7CD6YH1H80HD177J92FENRC","A1W1RB5SV7AN0S",0.5
"405","3V0Z7YWSIY1ULM9WNIKRGG5ECQ22VV","A27HVVLSZZ13XK",0.5
"406","3V5Q80FXIXSA9D7D38ELXLDVL78320","AU3WB2DD4QJ4B",0.5
"407","3VHP9MDGRNLIN7F8KW4TA7BE0OSCFT","A1XY4MG26E4MAY",0.5
"408","3VNXK88KKCJ5L6UV8RZ6Q3DSIZIV9S","AQCG5PJF5XHD0",0.5
"409","3WYGZ5XF3WG9AAWIITLQ5P71UOLKSP","A1WJQQ8D0RHJB4",0.5
"410","3X31TUMD7XNK0WF6QAI7OOX7TNTL1N","A2ZDR3QX54R6QX",0.5
"411","3XXU1SWE8MW3XO3KX0PH15YMUIFA0G","AG9LMLEPXP2YC",0.5
"412","3Z2R0DQ0JHFDJBNASSVHGCHSCXW2EQ","A1W4J3JC5UO6QP",0.5
"413","3Z9WI9EOZZPKK1I27Z9R1B0ZLCGHKB","A3UZYBO3EGBDWR",0.5
"414","3ZV9H2YQQD8WLT5KHS3SLSTKPGBW3N","A2BSULOV6QDJ0P",0.5
"415","32EYX73OY0ABCR1HXIPNL2B3AFDRUM","AN5WGHGM4BTJ2",0.5
"416","33NF62TLXJ3GB7DSVZCCDOGEY7KJKO","A3HEIKMUSUAFII",0.5
"417","33SA9F9TRXVZVRLH6CKO4JXHG7YWEF","A1ZOFPPZVYQ0Z8",0.5
"418","36AHBNMV1RDYSQ2HPIRSJY0CR2PYDD","A1TPO4S2DZBXXV",0.5
"419","38JBBYETQOBNMP2XW6E59REQWEPE41","A2SAV7GJES6ADB",0.5
"420","39PAAFCODM1O5L396X4NH3E4C77VTG","A27PINUYH0XHRB",0.5
"421","3A4NIXBJ760HWL1VJW158GLAR1JMLX","A1FXZ0AR1EB0JA",0.5
"422","3A4NIXBJ760HWL1VJW158GLAR1KMLY","A3JGVZEXXELM3C",0.5
"423","3AAJC4I4FGTB02CEV0FM034R2NUZJ1","A3K9GTQBOI7O5A",0.5
"424","3ATTHHXXWAPQ0WSTC061RH9GH5GXIT","A1CUBRUF72F76J",0.5
"425","3B2X28YI3WG3U9UR535U5HSJP7SB6R","A3UST4ECBO0560",0.5
"426","3BV8HQ2ZZW2YBZPZZP5YA68D7UCA6A","A2D773GY0L2LLP",0.5
"427","3E7TUJ2EGCNJRPU9H6ZCKH7LITSD9R","A3KI0DBOGJA4VV",0.5
"428","3H8DHMCCW9C38LD0L3Q1AQL1TUBDK6","AIOFZDV1SZ25O",0.5
"429","3I7DHKZYGN1XOM6T5MHLW1548BJF59","ARAZDRMM84XF3",0.5
"430","3IJXV6UZ1XK6306H31092ZNSGKQRIE","A1JED1RJM2C9MS",0.5
"431","3IUZPWIU1O82HRDR2YVR2EAM03TKWK","A3VPD34C23PQTQ",0.5
"432","3JPSL1DZ5S06IKVRY6RFCHUZ2FONAA","A40J1MYI1VB2P",0.5
"433","3KV0LJBBH2MSZJW8OGY1USU9XT8RMS","A1R0689JPSQ3OF",0.5
"434","3LQ8PUHQFLTTE6SE7WOFOVLMTDHIH1","A1A1VQD9YV17B1",0.5
"435","3MHW492WW0EKSQDPX03BVPJCIZLMVG","A50K26F2IS94U",0.5
"436","3NPI0JQDAO6B016DKLVOBBPMQJMTP9","A2I2WHPHIA9CZG",0.5
"437","3OUYGIZWR7ZAKS9MMJ7ER0NHT83P07","A2QP9ZGIW4R7C2",0.5
"438","3P59JYT76LLF8U57INKCFYHTFF6T2A","A3PGQXTALA0QJR",0.5
"439","3PS7W85Z8Z3Q8EQ63WZRPLP7LL8T9U","A56EHDVTD22ZO",0.5
"440","3PW9OPU9PQLEZATYG4029SYYNQZ21I","A3F5Z5S2AHMN2O",0.5
"441","3PXX5PX6LXZ4HB6UVGM6LMU5LVZAB7","A14KBEEJY88YZG",0.5
"442","3QY5DC2MXRLE91W86NPT4DXK7V8FUT","A1X65JF24DWI87",0.5
"443","3R08VXYT7CWEMC67J46IY950UQQ7WC","A1GIP1O7FBDXXA",0.5
"444","3SKEMFQBZ36RRQH94VFLOY70IZOK89","AI2YUH8YOKJIQ",0.5
"445","3T111IHZ5ERDSZDEZ7UWP6OPX269RW","A247PDSKLZU86P",0.5
"446","3TE3O8573092SFSFEYFHFJGBRUJ2RG","A2ZEWMNLPFFOXM",0.5
"447","3TPWUS5F892KYT13ALETEVXEVZECW3","A1H5Q9HRH4RPZU",0.5
"448","3V0Z7YWSIY1ULM9WNIKRGG5ECU52V6","A1MJTSOEQETF9R",0.5
"449","3VHHR074H3IYBIU8FQZGPYOKWGP7LG","A216MK0DNQUN4G",0.5
"450","3VW04L3ZLT7NQRHOBM62URWV5EDXXE","A7WVKWZKY0IRD",0.5
"451","3W2LOLRXLBGX9VW534LLFF258PHRKT","A11BACV6DY5S8M",0.5
"452","3X66WABAJWJ0O7FK2NZAZP7WVZG3G4","A13TH6BHYXE96C",0.5
"453","3XXU1SWE8MW3XO3KX0PH15YMUNMA0X","A9GKZNX4Q97FQ",0.5
"454","3YJ6NA41JBHHMYA88RHK952DSHPPJU","A33Z6BHAJUGCHY",0.5
"455","3YWRV122CS05UMMLY9JNULGYKNNU8B","A10T0161B70BXP",0.5
"456","3ZOTGHDK5ICS01HXGLDJC6OAEV6SOW","A3K5YBCBVBM3RY",0.5
"457","3ZR9AIQJUBAOVZN3OZFQO2CM2HQ04K","A3TDPXTB6Y6H1I",0.5
"458","31LM9EDVOLTHJDYVSC4S5GXISERJNJ","ALXB97K0CIHLR",0.5
"459","31QTRG6Q2TE7HN57URINJSH15U8YPP","A2ZRL1ZWWXJ0L7",0.5
"460","31QTRG6Q2TE7HN57URINJSH15WUPY6","A233K1XWQ4JOHJ",0.5
"461","324G5B4FB39LEM5MQXDXREWWTO7075","A3FXVNZ5VG98IP",0.5
"462","33L7PJKHCGZQU97WY4TDPPUW1KET83","A77OYVAEE5RUZ",0.5
"463","33L7PJKHCGZQU97WY4TDPPUW1KR8TV","A2VP6TVLHZTH6F",0.5
"464","35H6S234SA115TDI4TEH2VSRFKD569","AM0QVBV8L6QCJ",0.5
"465","35LDD5557A56CFJDYWP4TG8V2AQMKO","A1QW7D2WE4TAV",0.5
"466","36TFCYNS44BQ41H96IOGR581HXVHXO","A2WUXZOY4CRF5R",0.5
"467","36TFCYNS44BQ41H96IOGR581HZUXH7","AX23UVYGE66SF",0.5
"468","392CY0QWG1SZ2U4JSP4WU6CIOH1I43","AGKO84UB73YRL",0.5
"469","39GHHAVOMFSVX5OPA7PW67RI1WVJ4L","A224B7BAQ0MZSN",0.5
"470","39O5D9O87TTN7VZF013R9YMHXAOC39","A1QEQOI98976S0",0.5
"471","3BDCF01OGXVHQ2Q92ZPG2B8H0K4YLO","A1EV7UYQD11SN1",0.5
"472","3DI28L7YXAF6UQ5E9OV3BT7NK2YE1N","A1E3MR98PNWZBD",0.5
"473","3EQHHY4HQST32M2OG6N3EM5G9Y7G5D","A1RHR9KJ3D6S1E",0.5
"474","3GU1KF0O4I2B4FCWKZ43BHJ0KL2PBD","A17QJIW0LG8SD4",0.5
"475","3HMVI3QICJT40VM59P7XIWZ32FY1YM","A2S0D2ZFNV4EC1",0.5
"476","3HUTX6F6VUOZV20ZM6YDLOB6GCGO2K","A1YHAX8H5IDT89",0.5
"477","3IGI0VL647LVKOPS8PWXDCE4R60ON2","A3FA0317CWC85J",0.5
"478","3KIBXJ1WD5VUCI4PBC4HLKX0XAHKOD","A37E36IPU0BJX5",0.5
"479","3O6CYIULED2GKNI3WCZT81JK23XWUH","A1JH8B9LBEJ6MO",0.5
"480","3QBD8R3Z21K9YGFMQKH1E3840QVO4Z","AS4NIEQJWCG3M",0.5
"481","3QY7M81QH7NNRCCQUQNFAYB57MAK7S","A37JC45Y9GLSA7",0.5
"482","3R2PKQ87NW9F6KTPYT4SG0TIA6PIMX","A29PKMLH38N148",0.5
"483","3RWE2M8QWHBAH7X964UMNBIMT2QN0F","A18EM8NGUWCGGA",0.5
"484","3VHP9MDGRNLIN7F8KW4TA7BE00LFCD","AGMUAP88GDXIV",0.5
"485","3WJ1OXY92AHLFD8NS42WUK44DUX8AZ","A12PFUL07PA6NB",0.5
"486","3X08E93BHVJXOXDW9COMU16RBFG66I","A2PM0SEA0O8MN3",0.5
"487","3X87C8JFV6CVLDUDVY5N1BJAT8WSQ0","A1AVYTRWC94HWD",0.5
"488","3YDTZAI2WXHO2O8LKIJQ27VW7DT14T","A2SVTQ8N2CHMG6",0.5
"489","3Z7ISHFUH0WMGLGV4WIVBDVDME1Z8M","A3C8NUIBNZYMT2",0.5
"490","3ZSANO2JCF8YUO44HIUTPCFWM3IFSI","A3E65QA8DZX26T",0.5
"491","320DUZ38G7NB9LH958RXFWOLR42JGC","A2A2S1FVTX2TZ8",0.5
"492","324G5B4FB39LEM5MQXDXREWWTU107B","A10FKLI7QD9VZL",0.5
"493","34V1S5K3GS2K6GFU7JRYEBXT1JZ96D","A1Q56N80RJLQ7S",0.5
"494","3570Y55XZPK14AC8R8S0PJ39466GYU","ALHX02JGCL9C0",0.5
"495","35BLDD71I6YKRXC8CPT53RFLXIYZVZ","A2EK1HDV4I4GSK",0.5
"496","37U1UTWH9VNDEUU4UFOIPATED0FR8O","A36QGCT3MMXC4Q",0.5
"497","388U7OUMF72VW5P1ZBB3WVNWU33R03","A1EG4OWAMYBOMA",0.5
"498","39KFRKBFINWPWNT6FR58USCBVTOOYI","AC53GS6RNZLVE",0.5
"499","39L1G8WVWQS3KSPHK4E7S23QTHP31A","A1FK9ABTK98JW4",0.5
"500","39N5ACM9HEOSGMXZMFQ7KBOAWQ69P4","A1RCVIJAS2Z3GC",0.5
"501","3BV8HQ2ZZW2YBZPZZP5YA68D7266AG","A1K581IY10MNC0",0.5
"502","3DYGAII7PL9Y8LEL3H1T66EZ6OFPQ7","A1QUQ0TV9KVD4C",0.5
"503","3FFJ6VRIL1PI36MI9OHUI3M576Y0IK","A3SX229VS1X6B6",0.5
"504","3FTF2T8WLRJI0VU0Y142C5W6PL5W9E","A3IX3XVGPJH2I7",0.5
"505","3GA6AFUKOOPEO3AVMTHSKPJXA9HH3P","AOJD8D9NXVAR3",0.5
"506","3HOSI13XHZPVUF7QTM4E6DQB9Q0DDP","A384EFVY03N5KE",0.5
"507","3HWRJOOET536OA48M7AN7UUWA7USEE","A2U8QOJRKUCTWG",0.5
"508","3K9FOBBF2HKNE3MVVXG5LVAAW3LLNC","A34FWNJ7PW4Q9X",0.5
"509","3M0BCWMB8VX1OO9XWLIY3BRWDPEWB2","AJ5NK96P40BP6",0.5
"510","3OCHAWUVGOLH6RIHC3RD4XOT9LOXKB","A3R1L6ID6NE0LU",0.5
"511","3PWWM24LHSZWAADJFP9HO2L618I283","A2ZPSPA0R8KSL8",0.5
"512","3SNVL38CI4TT3T7ML7VQQK3J8Z7CKN","A10AVMDRAU2NN5",0.5
"513","3U088ZLJVKU0416NY5L9JUVDMIO0WL","A3GO5L86SKLUIK",0.5
"514","3URFVVM165JKEIN87ZJ075D2J83UZD","A1G1OO4IWM8EP5",0.5
"515","3UXUOQ9OKEYHFZ34IZAQGK892CZA7Q","ADI9WQP6XAJR",0.5
"516","3VJ40NV2QIOTF1UC5LI9MBKWGQ9TOZ","A3PSV85ZUXP9VF",0.5
"517","3VSOLARPKBAL9XSCOHT078L9RW639I","A2902FWLHHPSDX",0.5
"518","3VZLGYJEYLBCVMH3C4UNRCC6DQKXZ8","A5N551A5UQ4G2",0.5
"519","3WLEIWSYHOIP3LECIT3N1FE54R42HE","A146MSML39KY98",0.5
"520","3WQQ9FUS6AVQYNDFYI2SPVOAVESB8B","ASMEY0WE4ZTB1",0.5
"521","3XM0HYN6NK09BIOGUQ6TCPPLNPFPER","A2PAQJ1JLCPW80",0.5
"522","3Y54SXRO1LMOS6E917UILHCLYCKTUZ","A2F8YFFRKK14QD",0.5
"523","3Z7EFSHGN9FZNT6TKQAFGEBL483XCE","A2KIJDBY2SL5Z3",0.5
"524","3ZAZR5XV01JOSO68L8Y0DZRWC8KCZ9","A3GTO0JMTWNT2P",0.5
"525","30IQTZXKAK7FT1BD8AHVLD9KVPA0X4","A1HCXQTH43W7EO",0.5
"526","31Z0PCVWUKGMUV2DOZ17BPY1Q6NT77","A37XBH865833FE",0.5
"527","324G5B4FB39LEM5MQXDXREWWTWH702","A19AL2EJIVPWVX",0.5
"528","33C7UALJVLZPLPVNWL93JJB198V18O","A2X823PACMMOKP",0.5
"529","33L7PJKHCGZQU97WY4TDPPUW1S68TQ","AP1FY3G1E76KR",0.5
"530","340UGXU9DY235YIY62UXMZ06V38UV0","A1VKVBVPK57OD5",0.5
"531","34QN5IT0TZSPE0A502535ESR4HX08U","A9IXK96F38NAT",0.5
"532","352YTHGROVEZ6ZTZM7MBUUB3OB9H4A","A2ZHWXX1L6R56U",0.5
"533","36WLNQG78ZB77ON6BLOSH5KW6NPEBO","AH3E0I5Y9CMCO",0.5
"534","37FMASSAYCSJNTPS74EJ2KIOYFPBIL","A31ZLT6OHU6CRY",0.5
"535","3A0EX8ZRN8P5DT4XBM0MO8CCOZEYB7","A22KSWL724MR61",0.5
"536","3B2X28YI3WG3U9UR535U5HSJPP9B68","A37GOI3N77WX21",0.5
"537","3BWI6RSP7GAK5CKGY4CCC3Y0NXUE7Y","ADMU7SZUS3D5A",0.5
"538","3FTOP5WARFPEYH6OR62UU415KRM0J7","A2J5552F30POC6",0.5
"539","3GFK2QRXX9IZZ8SOVBRL0PR43WF5W3","A3CX8S6Q0QEW8E",0.5
"540","3HSYG7LRBJZBMRJADKCOE3GRDDTKKV","ABNR8ID5Q3CYA",0.5
"541","3I0BTBYZAXM4T61ND63X4RGTXU90YD","A1TEXCUTI4IUUN",0.5
"542","3KB8R4ZV1E85R2JXHGEGH858J23GB4","A18BJBZAJLC49L",0.5
"543","3KB8R4ZV1E85R2JXHGEGH858J38GBB","A1NSF2ULGO0DP1",0.5
"544","3KJYX6QCM9CURI74U3QJFXRVEPDVJC","A2WRGUSOVMW4AU",0.5
"545","3KOPY89HM83AF95LATKDW2ZCN5IJ31","ASZME2HK3WFW2",0.5
"546","3LQ8PUHQFLTTE6SE7WOFOVLMTS7IHL","A3IJQQ52N91IB4",0.5
"547","3MYYFCXHJ38L63YO214T9UZ29AW4GW","AUAN582MLI96N",0.5
"548","3ND9UOO81K3D1XV9NY7SHEN1PKNWLM","A2SZF8CXCU89P",0.5
"549","3NL0RFNU0FOQ8PU7SSP87MRVGS24KQ","A370S3V5OUNP4E",0.5
"550","3PQMUDRV7R7TA13YDE60O7M1T5FII7","A3SITQVLF6JA08",0.5
"551","3R2PKQ87NW9F6KTPYT4SG0TIAHRMIP","A3N5MI5YY9D9OC",0.5
"552","3R6BYFZZP7D6Q5Q3BS0GOKWO1SPFXF","ALUUZZUZ1EFJC",0.5
"553","3R8YZBNQ9HJ92FAL7V7C6KNE60Y7QJ","A14VRKL7WSSWQ8",0.5
"554","3RJSC4XJ10V6RIR324Y0TUI02Q205W","A298PEM7089FGU",0.5
"555","3T111IHZ5ERDSZDEZ7UWP6OPXB9R9Z","A1UZ02W2GK883U",0.5
"556","3UOUJI6MTDFV9NNT6HVFAKXRBD0UXL","AL3H8YP135U3P",0.5
